10017,Process Serving Agency,1
10017,Electronics Store,15
10017,Ticket Seller,52
10017,Games of Chance,2
10017,Home Improvement Contractor,23
10017,Electronic & Appliance Service,7
10017,Garage,26
10017,Pawnbroker,5
10017,Stoop Line Stand,6
10017,Auction House Premises,2
10017,Sidewalk Cafe,7
10017,Dealer In Products,1
10017,Secondhand Dealer - General,34
10017,Process Server Individual,2
10017,General Vendor,4
10017,Parking Lot,1
10017,Employment Agency,11
10017,Pedicab Driver,1
10017,Newsstand,11
10017,Cigarette Retail Dealer,57
10017,Motion Picture Projectionist,1
10017,Locksmith,2
10017,Laundry Jobber,16
10017,Debt Collection Agency,4
10018,Pawnbroker,2
10018,Locksmith,3
10018,Employment Agency,24
10018,Secondhand Dealer - General,35
10018,Amusement Device Permanent,1
10018,Electronics Store,26
10018,Cabaret,3
10018,Home Improvement Contractor,48
10018,Laundry Jobber,2
10018,Sightseeing Bus,1
10018,Home Improvement Salesperson,22
10018,Auction House Premises,2
10018,Auctioneer,1
10018,Horse Drawn Cab Owner,24
10018,Tow Truck Company,4
10018,Cigarette Retail Dealer,74
10018,Dealer In Products,1
10018,Horse Drawn Driver,1
10018,Pedicab Business,2
10018,Electronic & Appliance Service,21
10018,Debt Collection Agency,2
10018,Games of Chance,3
10018,Newsstand,15
10018,Sidewalk Cafe,1
10018,Ticket Seller,2
10018,Laundry,3
10018,Process Server Individual,1
10018,Pedicab Driver,1
10018,Stoop Line Stand,10
10018,Parking Lot,4
10018,Garage,13
10019,General Vendor,22
10019,Storage Warehouse,1
10019,Pedicab Driver,4
10019,Pedicab Business,12
10019,Horse Drawn Cab Owner,37
10019,Cigarette Retail Dealer,104
10019,Stoop Line Stand,13
10019,Laundry,7
10019,Laundry Jobber,27
10019,Cabaret,6
10019,Auctioneer,2
10019,Electronics Store,22
10019,Home Improvement Salesperson,25
10019,Sidewalk Cafe,41
10019,Newsstand,28
10019,Pawnbroker,1
10019,Dealer In Products,2
10019,Garage,60
10019,Tow Truck Driver,4
10019,Tow Truck Company,1
10019,Catering Establishment,1
10019,Ticket Seller,4
10019,Parking Lot,5
10019,Secondhand Dealer - Auto,13
10019,Garage and Parking Lot,3
10019,Auction House Premises,2
10019,Debt Collection Agency,3
10019,Secondhand Dealer - General,23
10019,Home Improvement Contractor,30
10019,Sightseeing Bus,2
10019,Horse Drawn Driver,5
10019,Games of Chance,2
10019,Employment Agency,15
10019,Locksmith,8
10019,Electronic & Appliance Service,10
10019,Motion Picture Projectionist,1
10020,Newsstand,1
10020,Employment Agency,2
10020,Home Improvement Salesperson,2
10020,Home Improvement Contractor,4
10020,Auction House Premises,1
10020,Pawnbroker,2
10020,Auctioneer,27
10020,Electronics Store,2
10020,Garage,2
10020,Cigarette Retail Dealer,6
10020,Secondhand Dealer - General,22
10021,Electronic & Appliance Service,4
10021,Home Improvement Salesperson,25
10021,General Vendor,4
10021,Auction House Premises,3
10021,Dealer In Products,4
10021,Tow Truck Company,1
10021,Motion Picture Projectionist,1
10021,Laundry Jobber,41
10021,Tow Truck Driver,3
10021,Electronics Store,5
10021,Process Server Individual,2
10021,Garage and Parking Lot,2
10021,Laundry,12
10021,Cigarette Retail Dealer,36
10021,Laundries,1
10021,Games of Chance,1
10021,Secondhand Dealer - General,20
10021,Garage,59
10021,Parking Lot,4
10021,Locksmith,11
10021,Stoop Line Stand,14
10021,Newsstand,3
10021,Debt Collection Agency,1
10021,Horse Drawn Driver,2
10021,Ticket Seller,1
10021,Auctioneer,21
10021,Sidewalk Cafe,29
10021,Home Improvement Contractor,27
10022,General Vendor,4
10022,Employment Agency,4
10022,Stoop Line Stand,7
10022,Games of Chance,1
10022,Tow Truck Driver,1
10022,Sidewalk Cafe,28
10022,Auctioneer,14
10022,Secondhand Dealer - General,107
10022,Ticket Seller,4
10022,Laundry Jobber,37
10022,Electronic & Appliance Service,8
10022,Electronics Store,15
10022,Home Improvement Salesperson,21
10022,Process Server Individual,2
10022,Auction House Premises,4
10022,Cigarette Retail Dealer,72
10022,Pawnbroker,3
10022,Debt Collection Agency,1
10022,Home Improvement Contractor,42
10022,Parking Lot,1
10022,Cabaret,3
10022,Laundry,4
10022,Garage and Parking Lot,5
10022,Garage,48
10022,Catering Establishment,1
10022,Locksmith,7
10022,Newsstand,13
10022,Laundries,2
10022,Process Serving Agency,1
10022,Pedicab Driver,1
10022,Dealer In Products,2
10023,Parking Lot,3
10023,Newsstand,12
10023,Process Server Individual,2
10023,Games of Chance,1
10023,Debt Collection Agency,1
10023,Garage,29
10023,Garage and Parking Lot,1
10023,Locksmith,17
10023,Tow Truck Driver,2
10023,Secondhand Dealer - General,12
10023,Horse Drawn Driver,3
10023,Ticket Seller,2
10023,General Vendor,5
10023,Pedicab Driver,5
10023,Home Improvement Salesperson,22
10023,Auction House Premises,2
10023,Home Improvement Contractor,21
10023,Employment Agency,4
10023,Auctioneer,7
10023,Amusement Device Permanent,1
10023,Stoop Line Stand,13
10023,Sidewalk Cafe,37
10023,Pedicab Business,3
10023,Laundry Jobber,36
10023,Cigarette Retail Dealer,38
10023,Dealer In Products,2
10023,Laundries,2
10023,Electronics Store,8
10023,Electronic & Appliance Service,9
10023,Laundry,11
10024,Horse Drawn Driver,2
10024,Auctioneer,1
10024,Debt Collection Agency,1
10024,Tow Truck Driver,1
10024,Games of Chance,3
10024,Laundry,12
10024,Laundries,2
10024,Cigarette Retail Dealer,39
10024,Pedicab Business,2
10024,Electronics Store,9
10024,Electronic & Appliance Service,8
10024,Locksmith Apprentice,1
10024,Parking Lot,1
10024,Ticket Seller,5
10024,Newsstand,13
10024,Home Improvement Contractor,39
10024,Locksmith,5
10024,Stoop Line Stand,18
10024,Sidewalk Cafe,70
10024,Garage,19
10024,Secondhand Dealer - General,12
10024,General Vendor,5
10024,Pedicab Driver,5
10024,Garage and Parking Lot,1
10024,Laundry Jobber,35
10024,Home Improvement Salesperson,41
10024,Motion Picture Projectionist,2
10025,Ticket Seller,6
10025,Home Improvement Salesperson,45
10025,General Vendor,24
10025,Electronic & Appliance Service,6
10025,Sidewalk Cafe,48
10025,Garage,23
10025,Electronics Store,19
10025,Horse Drawn Driver,1
10025,Employment Agency,2
10025,Auctioneer,2
10025,Laundry Jobber,38
10025,Stoop Line Stand,18
10025,Dealer In Products,3
10025,Garage and Parking Lot,1
10025,Locksmith,12
10025,Pawnbroker,2
10025,Home Improvement Contractor,51
10025,Secondhand Dealer - General,15
10025,Process Server Individual,3
10025,Laundry,10
10025,Laundries,2
10025,Cigarette Retail Dealer,64
10025,Motion Picture Projectionist,4
10025,Newsstand,6
10025,Tow Truck Driver,13
10025,Parking Lot,1
10026,Sidewalk Cafe,11
10026,Motion Picture Projectionist,2
10026,Cabaret,1
10026,Secondhand Dealer - General,2
10026,Ticket Seller,18
10026,Garage,9
10026,Electronic & Appliance Service,7
10026,Tow Truck Company,1
10026,Dealer In Products,2
10026,Cigarette Retail Dealer,30
10026,Electronics Store,11
10026,Locksmith,3
10026,Laundry Jobber,9
10026,Home Improvement Contractor,20
10026,Pedicab Driver,15
10026,Tow Truck Driver,2
10026,Home Improvement Salesperson,17
10026,Stoop Line Stand,1
10026,Pedicab Business,4
10026,Process Server Individual,2
10026,Laundry,7
10026,General Vendor,96
10027,Home Improvement Salesperson,23
10027,Pedicab Driver,13
10027,Sidewalk Cafe,15
10027,Tow Truck Driver,5
10027,Laundry,8
10027,Pawnbroker,3
10027,Stoop Line Stand,6
10027,Dealer In Products,2
10027,Garage and Parking Lot,1
10027,Cabaret,1
10027,Parking Lot,4
10027,Secondhand Dealer - General,28
10027,Ticket Seller,19
10027,Laundry Jobber,11
10027,Secondhand Dealer - Auto,1
10027,Process Server Individual,3
10027,Locksmith,10
10027,General Vendor,55
10027,Garage,11
10027,Electronic & Appliance Service,14
10027,Electronics Store,31
10027,Tow Truck Company,2
10027,Pedicab Business,5
10027,Horse Drawn Driver,1
10027,Home Improvement Contractor,25
10027,Cigarette Retail Dealer,57
10027,Newsstand,7
10028,Electronic & Appliance Service,11
10028,Pool or Billiard Room,1
10028,Home Improvement Contractor,23
10028,Electronics Store,9
10028,Laundry,11
10028,Newsstand,5
10028,Cigarette Retail Dealer,36
10028,Laundries,2
10028,Tow Truck Driver,1
10028,Pedicab Business,1
10028,Dealer In Products,3
10028,Auctioneer,3
10028,Motion Picture Projectionist,1
10028,Home Improvement Salesperson,21
10028,Secondhand Dealer - General,19
10028,Horse Drawn Driver,2
10028,Pedicab Driver,1
10028,Laundry Jobber,50
10028,Employment Agency,1
10028,Parking Lot,1
10028,General Vendor,2
10028,Ticket Seller,2
10028,Garage,47
10028,Locksmith,12
10028,Sidewalk Cafe,30
10028,Stoop Line Stand,10
10029,Laundries,3
10029,Tow Truck Company,2
10029,Newsstand,1
10029,Laundry Jobber,12
10029,Dealer In Products,5
10029,Cigarette Retail Dealer,80
10029,Home Improvement Contractor,31
10029,Tow Truck Driver,19
10029,Motion Picture Projectionist,3
10029,Horse Drawn Driver,1
10029,Locksmith,23
10029,Sidewalk Cafe,3
10029,Home Improvement Salesperson,26
10029,Pedicab Driver,9
10029,Secondhand Dealer - Auto,1
10029,Stoop Line Stand,19
10029,Pedicab Business,2
10029,Ticket Seller,19
10029,Process Server Individual,6
10029,Electronic & Appliance Service,9
10029,Electronics Store,33
10029,Employment Agency,3
10029,Laundry,23
10029,Garage,10
10029,Parking Lot,6
10029,General Vendor,54
10029,Secondhand Dealer - General,39
10029,Pawnbroker,8
10030,Secondhand Dealer - General,3
10030,Electronic & Appliance Service,3
10030,Laundry,7
10030,Ticket Seller,12
10030,Cigarette Retail Dealer,22
10030,Process Server Individual,6
10030,Home Improvement Salesperson,6
10030,Home Improvement Contractor,8
10030,Tow Truck Driver,4
10030,Laundry Jobber,5
10030,Pedicab Driver,16
10030,Electronics Store,3
10030,Sidewalk Cafe,2
10030,Cabaret,1
10030,Pedicab Business,8
10030,General Vendor,54
10030,Stoop Line Stand,1
10030,Pawnbroker,2
10030,Locksmith,9
10030,Garage,3
10031,Horse Drawn Driver,4
10031,Home Improvement Contractor,15
10031,Electronic & Appliance Service,10
10031,Laundry Jobber,10
10031,Process Server Individual,5
10031,Stoop Line Stand,14
10031,Cigarette Retail Dealer,54
10031,Locksmith,10
10031,Home Improvement Salesperson,18
10031,Parking Lot,2
10031,Newsstand,1
10031,Motion Picture Projectionist,2
10031,Pedicab Driver,32
10031,Tow Truck Driver,4
10031,Secondhand Dealer - General,23
10031,Pawnbroker,7
10031,Electronics Store,23
10031,Storage Warehouse,1
10031,Garage,4
10031,General Vendor,17
10031,Sidewalk Cafe,13
10031,Pedicab Business,7
10031,Ticket Seller,23
10031,Laundries,1
10031,Dealer In Products,4
10031,Laundry,14
10032,Cigarette Retail Dealer,53
10032,Laundry,13
10032,Debt Collection Agency,1
10032,Locksmith,5
10032,Parking Lot,2
10032,Dealer In Products,2
10032,Process Server Individual,2
10032,Home Improvement Salesperson,24
10032,Pedicab Driver,9
10032,Newsstand,3
10032,Garage and Parking Lot,1
10032,Secondhand Dealer - Auto,1
10032,Storage Warehouse,1
10032,General Vendor,14
10032,Garage,6
10032,Ticket Seller,23
10032,Pedicab Business,4
10032,Pawnbroker,1
10032,Laundry Jobber,8
10032,Games of Chance,1
10032,Electronic & Appliance Service,9
10032,Laundries,1
10032,Sidewalk Cafe,6
10032,Home Improvement Contractor,22
10032,Electronics Store,17
10032,Motion Picture Projectionist,1
10032,Secondhand Dealer - General,16
10032,Stoop Line Stand,18
10032,Tow Truck Driver,5
10033,Special Sale,1
10033,Auctioneer,1
10033,Tow Truck Company,1
10033,Dealer In Products,3
10033,Laundry Jobber,9
10033,Tow Truck Driver,5
10033,Home Improvement Contractor,20
10033,Garage and Parking Lot,1
10033,Newsstand,2
10033,Process Server Individual,3
10033,Cigarette Retail Dealer,53
10033,Pawnbroker,11
10033,Secondhand Dealer - General,33
10033,Games of Chance,1
10033,Parking Lot,2
10033,Pedicab Driver,3
10033,General Vendor,13
10033,Electronics Store,35
10033,Home Improvement Salesperson,14
10033,Pedicab Business,1
10033,Locksmith,12
10033,Stoop Line Stand,22
10033,Garage,6
10033,Laundry,11
10033,Sidewalk Cafe,6
10033,Ticket Seller,8
10033,Electronic & Appliance Service,12
10033,Horse Drawn Driver,1
10034,Dealer In Products,3
10034,Pawnbroker,3
10034,Secondhand Dealer - General,29
10034,Ticket Seller,4
10034,Electronic & Appliance Service,11
10034,Pedicab Driver,1
10034,Sidewalk Cafe,13
10034,Cigarette Retail Dealer,39
10034,Laundry,9
10034,Locksmith,12
10034,Pool or Billiard Room,2
10034,Electronics Store,19
10034,Laundry Jobber,4
10034,Scale Dealer Repairer,1
10034,Garage,6
10034,Parking Lot,8
10034,Stoop Line Stand,10
10034,Process Server Individual,1
10034,Pedicab Business,1
10034,General Vendor,9
10034,Tow Truck Company,4
10034,Home Improvement Contractor,15
10034,Home Improvement Salesperson,7
10034,Secondhand Dealer - Auto,4
10034,Tow Truck Driver,8
10035,Laundry Jobber,5
10035,General Vendor,32
10035,Pedicab Business,1
10035,Tow Truck Driver,11
10035,Garage,7
10035,Tow Truck Company,5
10035,Laundry,12
10035,Storage Warehouse,2
10035,Parking Lot,4
10035,Home Improvement Salesperson,10
10035,Newsstand,2
10035,Electronics Store,17
10035,Home Improvement Contractor,16
10035,Dealer In Products,1
10035,Locksmith,10
10035,Secondhand Dealer - General,24
10035,Electronic & Appliance Service,5
10035,Cigarette Retail Dealer,46
10035,Secondhand Dealer - Auto,3
10035,Pawnbroker,2
10035,Garage and Parking Lot,3
10035,Stoop Line Stand,3
10035,Process Server Individual,1
10035,Ticket Seller,5
10035,Pedicab Driver,12
10036,Horse Drawn Cab Owner,5
10036,Electronics Store,19
10036,Horse Drawn Driver,3
10036,Ticket Seller,7
10036,Cigarette Retail Dealer,74
10036,Laundry Jobber,13
10036,Process Server Individual,2
10036,Cabaret,6
10036,Tow Truck Driver,3
10036,Parking Lot,14
10036,Auctioneer,4
10036,Games of Chance,2
10036,Amusement Arcade,1
10036,Tow Truck Company,6
10036,Debt Collection Agency,2
10036,Home Improvement Contractor,23
10036,Pedicab Business,10
10036,Sidewalk Cafe,33
10036,Home Improvement Salesperson,16
10036,Dealer In Products,1
10036,General Vendor,30
10036,Scale Dealer Repairer,1
10036,Locksmith,6
10036,Pawnbroker,32
10036,Process Serving Agency,1
10036,Electronic & Appliance Service,9
10036,Auction House Premises,2
10036,Stoop Line Stand,8
10036,Secondhand Dealer - Auto,2
10036,Motion Picture Projectionist,4
10036,Secondhand Dealer - General,337
10036,Garage,27
10036,Sightseeing Bus,1
10036,Employment Agency,25
10036,Laundry,3
10036,Pedicab Driver,5
10036,Newsstand,15
10037,Secondhand Dealer - General,3
10037,Ticket Seller,6
10037,Pawnbroker,1
10037,Home Improvement Salesperson,5
10037,Pedicab Driver,2
10037,Stoop Line Stand,1
10037,Employment Agency,1
10037,Laundry Jobber,4
10037,Tow Truck Driver,1
10037,Garage,3
10037,Laundry,5
10037,Electronic & Appliance Service,1
10037,Cigarette Retail Dealer,17
10037,Process Server Individual,2
10037,General Vendor,21
10037,Home Improvement Contractor,4
10037,Locksmith,7
10037,Electronics Store,3
10038,Process Server Individual,6
10038,Cigarette Retail Dealer,46
10038,Garage and Parking Lot,1
10038,Motion Picture Projectionist,1
10038,Sidewalk Cafe,7
10038,Secondhand Dealer - General,13
10038,Employment Agency,2
10038,Debt Collection Agency,1
10038,Games of Chance,2
10038,Process Serving Agency,3
10038,Garage,14
10038,Electronic & Appliance Service,4
10038,Dealer In Products,3
10038,General Vendor,10
10038,Stoop Line Stand,5
10038,Home Improvement Salesperson,10
10038,Ticket Seller,3
10038,Laundry Jobber,10
10038,Home Improvement Contractor,20
10038,Electronics Store,9
10038,Tow Truck Driver,1
10038,Parking Lot,9
10038,Newsstand,3
10038,Laundry,1
10038,Locksmith,5
10039,Laundry Jobber,2
10039,Ticket Seller,10
10039,Garage,6
10039,Electronics Store,8
10039,Pedicab Business,2
10039,Locksmith,4
10039,Cigarette Retail Dealer,27
10039,Parking Lot,2
10039,Laundry,5
10039,Sidewalk Cafe,1
10039,Secondhand Dealer - General,5
10039,Home Improvement Salesperson,10
10039,Process Server Individual,4
10039,Tow Truck Driver,3
10039,Newsstand,1
10039,Pedicab Driver,4
10039,General Vendor,29
10039,Electronic & Appliance Service,1
10039,Home Improvement Contractor,10
10040,Locksmith,6
10040,Electronics Store,22
10040,Ticket Seller,4
10040,Garage and Parking Lot,1
10040,Laundry,11
10040,Tow Truck Company,1
10040,Sidewalk Cafe,4
10040,Process Server Individual,1
10040,Stoop Line Stand,14
10040,Dealer In Products,1
10040,Garage,3
10040,Laundry Jobber,7
10040,Pawnbroker,2
10040,Home Improvement Contractor,15
10040,Parking Lot,2
10040,Electronic & Appliance Service,12
10040,Secondhand Dealer - General,14
10040,Pedicab Driver,2
10040,General Vendor,7
10040,Pool or Billiard Room,1
10040,Cigarette Retail Dealer,34
10040,Tow Truck Driver,4
10040,Horse Drawn Driver,3
10040,Pedicab Business,1
10040,Home Improvement Salesperson,11
10040,Motion Picture Projectionist,1
10041,Garage,1
10041,Cigarette Retail Dealer,1
10044,Home Improvement Contractor,2
10044,General Vendor,2
10044,Laundry,1
10044,Locksmith,2
10044,Cigarette Retail Dealer,3
10044,Pedicab Business,1
10044,Home Improvement Salesperson,5
10044,Laundry Jobber,1
10055,Cigarette Retail Dealer,1
10065,Electronic & Appliance Service,2
10065,Secondhand Dealer - General,35
10065,Auctioneer,1
10065,Parking Lot,3
10065,Stoop Line Stand,12
10065,Home Improvement Salesperson,14
10065,Locksmith,5
10065,Process Server Individual,2
10065,Pedicab Driver,2
10065,Dealer In Products,1
10065,General Vendor,1
10065,Employment Agency,3
10065,Cabaret,1
10065,Garage,39
10065,Garage and Parking Lot,5
10065,Electronics Store,5
10065,Pedicab Business,1
