101	1958	1
101	1960	1
101	1965	1
101	1969	1
101	1970	1
101	1972	1
101	1973	3
101	1974	3
101	1975	1
101	1976	2
101	1977	3
101	1978	1
101	1979	6
101	1980	3
101	1982	2
101	1983	1
101	1984	4
101	1985	3
101	1986	1
101	1987	2
101	1988	3
101	1989	8
101	1990	11
101	1991	6
101	1992	7
101	1993	7
101	1994	3
101	1995	3
101	1996	4
101	1997	2
101	1998	2
101	2000	5
101	2001	2
101	2002	2
101	2003	2
101	2004	6
101	2005	16
101	2006	567
101	2007	485
101	2008	515
101	2009	456
101	2010	530
101	2011	492
101	2012	413
101	2013	321
101	2014	329
101	2015	336
102	2006	5
102	2007	6
102	2008	11
102	2009	19
102	2010	12
102	2011	11
102	2012	13
102	2013	11
102	2014	2
102	2015	3
103	2006	3
103	2007	4
103	2008	2
103	2009	1
103	2010	4
103	2011	1
103	2012	5
103	2013	7
103	2014	6
104		1
104	1975	1
104	1978	1
104	1988	1
104	1989	2
104	1990	1
104	1991	1
104	1992	3
104	1993	11
104	1994	6
104	1995	5
104	1996	12
104	1997	15
104	1998	25
104	1999	37
104	2000	42
104	2001	57
104	2002	61
104	2003	99
104	2004	115
104	2005	309
104	2006	1522
104	2007	1266
104	2008	1254
104	2009	1175
104	2010	1352
104	2011	1384
104	2012	1370
104	2013	1295
104	2014	1204
104	2015	1164
105		21
105	1908	1
105	1912	1
105	1913	1
105	1966	2
105	1971	1
105	1973	1
105	1988	1
105	2000	6
105	2001	7
105	2002	4
105	2003	10
105	2004	10
105	2005	98
105	2006	23708
105	2007	21780
105	2008	22376
105	2009	18594
105	2010	19597
105	2011	19777
105	2012	20172
105	2013	19123
105	2014	16570
105	2015	16913
106		5
106	1015	1
106	1945	1
106	1955	1
106	1959	1
106	1966	1
106	1982	1
106	1988	1
106	1990	1
106	1994	1
106	2000	9
106	2001	10
106	2002	2
106	2003	5
106	2004	19
106	2005	96
106	2006	17313
106	2007	17489
106	2008	16260
106	2009	16760
106	2010	17129
106	2011	18564
106	2012	19557
106	2013	20397
106	2014	20237
106	2015	20263
107		31
107	1900	2
107	1913	1
107	1914	1
107	1940	1
107	1945	1
107	1966	1
107	1970	1
107	1987	2
107	2000	24
107	2001	10
107	2002	2
107	2003	11
107	2004	8
107	2005	226
107	2006	23093
107	2007	21715
107	2008	20715
107	2009	19440
107	2010	18702
107	2011	18861
107	2012	19309
107	2013	17418
107	2014	16832
107	2015	15000
109		95
109	1015	2
109	1905	2
109	1910	3
109	1911	1
109	1913	2
109	1914	1
109	1915	2
109	1920	1
109	1946	1
109	1950	1
109	1954	1
109	1956	1
109	1964	1
109	1965	1
109	1966	3
109	1968	1
109	1973	1
109	1980	2
109	1981	1
109	1982	2
109	1985	5
109	1986	1
109	1987	2
109	1989	2
109	1990	4
109	1991	5
109	1992	2
109	1993	5
109	1994	9
109	1995	19
109	1996	17
109	1997	23
109	1998	47
109	1999	88
109	2000	185
109	2001	252
109	2002	297
109	2003	357
109	2004	526
109	2005	2373
109	2006	46222
109	2007	44654
109	2008	43744
109	2009	38972
109	2010	38040
109	2011	38838
