101	00	297
101	01	266
101	02	260
101	03	253
101	04	269
101	05	186
101	06	93
101	07	82
101	08	93
101	09	75
101	10	95
101	11	104
101	12	153
101	13	137
101	14	142
101	15	167
101	16	129
101	17	196
101	18	221
101	19	227
101	20	230
101	21	282
101	22	317
101	23	300
102	00	9
102	01	8
102	02	4
102	03	9
102	04	9
102	05	7
102	06	5
102	08	1
102	09	1
102	10	3
102	11	2
102	12	1
102	13	1
102	15	2
102	16	1
102	17	2
102	18	10
102	19	4
102	20	2
102	21	5
102	22	2
102	23	5
103	00	1
103	01	2
103	03	1
103	04	2
103	05	1
103	07	1
103	08	3
103	11	2
103	12	2
103	13	2
103	14	2
103	16	6
103	17	2
103	19	2
103	22	3
103	23	1
104	00	1924
104	01	670
104	02	732
104	03	674
104	04	613
104	05	441
104	06	333
104	07	268
104	08	529
104	09	376
104	10	335
104	11	316
104	12	847
104	13	327
104	14	402
104	15	591
104	16	576
104	17	435
104	18	514
104	19	400
104	20	604
104	21	526
104	22	607
104	23	732
104	24	19
105	00	10067
105	01	9844
105	02	8758
105	03	8204
105	04	8020
105	05	5584
105	06	3636
105	07	3278
105	08	4336
105	09	4115
105	10	4462
105	11	5241
105	12	6170
105	13	6902
105	14	9511
105	15	12881
105	16	11111
105	17	10065
105	18	10021
105	19	10566
105	20	11321
105	21	11900
105	22	11490
105	23	11280
105	24	11
106	00	10162
106	01	9578
106	02	9084
106	03	8804
106	04	8302
106	05	4434
106	06	3367
106	07	3572
106	08	4647
106	09	4711
106	10	5276
106	11	5610
106	12	6284
106	13	6307
106	14	7344
106	15	8866
106	16	8387
106	17	8796
106	18	9128
106	19	9586
106	20	10037
106	21	10385
106	22	10595
106	23	10848
106	24	14
107		1
107	00	5547
107	01	4635
107	02	4413
107	03	4025
107	04	4008
107	05	3821
107	06	4989
107	07	9545
107	08	13616
107	09	11812
107	10	10479
107	11	9702
107	12	11249
107	13	9165
107	14	9400
107	15	9354
107	16	9230
107	17	10093
107	18	9848
107	19	8799
107	20	8001
107	21	6832
107	22	6270
107	23	6528
107	24	45
109		5
109	00	24220
109	01	10714
109	02	9024
109	03	7606
109	04	5582
109	05	3903
109	06	4192
109	07	7286
109	08	17020
109	09	23205
109	10	19173
109	11	18084
109	12	36251
109	13	23172
109	14	25896
109	15	29803
109	16	26538
109	17	26334
109	18	26056
109	19	22180
109	20	19173
109	21	15689
109	22	14063
109	23	13901
109	24	135
110		3
110	00	4438
110	01	3776
110	02	2756
110	03	2032
110	04	1751
110	05	1648
110	06	2042
110	07	2627
110	08	3429
110	09	3003
110	10	3148
110	11	2868
110	12	3591
110	13	2918
110	14	3194
110	15	4004
110	16	4478
110	17	5334
110	18	6772
110	19	6940
110	20	7804
110	21	7572
110	22	8175
110	23	7729
110	24	29
111	00	534
111	01	510
111	02	388
111	03	310
111	04	205
111	05	105
111	06	112
111	07	115
111	08	181
111	09	204
111	10	273
111	11	356
111	12	496
111	13	512
111	14	533
111	15	544
111	16	553
111	17	490
111	18	447
111	19	481
111	20	435
111	21	446
111	22	428
111	23	455
112		1
112	00	8031
112	01	551
112	02	253
112	03	229
112	04	223
112	05	186
112	06	280
112	07	882
112	08	3987
112	09	6184
112	10	4126
112	11	2517
112	12	9493
112	13	2798
112	14	2943
112	15	3637
112	16	2293
112	17	1991
112	18	1875
112	19	1334
112	20	1120
112	21	728
112	22	578
112	23	496
112	24	32
113	00	2315
113	01	1796
113	02	1259
113	03	880
113	04	790
113	05	373
113	06	394
113	07	485
113	08	936
113	09	1665
113	10	1690
113	11	2284
113	12	3313
113	13	3345
113	14	3558
113	15	3600
113	16	3487
113	17	3206
113	18	2777
113	19	2730
113	20	2338
113	21	2145
113	22	2033
113	23	1904
113	24	1
114	00	915
114	01	923
114	02	886
114	03	833
114	04	728
114	05	580
114	06	376
114	07	319
114	08	306
114	09	323
114	10	310
114	11	355
114	12	391
114	13	422
114	14	424
114	15	437
114	16	473
114	17	563
