101	01	344
101	02	269
101	03	325
101	04	338
101	05	398
101	06	417
101	07	481
101	08	438
101	09	406
101	10	419
101	11	343
101	12	396
102	01	6
102	02	11
102	03	4
102	04	9
102	05	9
102	06	7
102	07	4
102	08	5
102	09	10
102	10	13
102	11	8
102	12	7
103	01	2
103	02	3
103	03	4
103	04	2
103	05	3
103	06	1
103	07	4
103	08	1
103	09	6
103	11	4
103	12	3
104		1
104	01	1416
104	02	922
104	03	1060
104	04	1032
104	05	1087
104	06	1268
104	07	1301
104	08	1268
104	09	1158
104	10	1169
104	11	1077
104	12	1032
105		21
105	01	17132
105	02	12642
105	03	14441
105	04	14090
105	05	16407
105	06	16200
105	07	17525
105	08	17843
105	09	17850
105	10	19185
105	11	17455
105	12	17983
106		5
106	01	13555
106	02	11775
106	03	14504
106	04	14776
106	05	17194
106	06	17343
106	07	18002
106	08	17321
106	09	16008
106	10	15478
106	11	14281
106	12	13882
107		31
107	01	15826
107	02	13037
107	03	13992
107	04	13808
107	05	15765
107	06	15625
107	07	17135
107	08	17800
107	09	16814
107	10	17757
107	11	16529
107	12	17288
109		95
109	01	33549
109	02	28272
109	03	32647
109	04	32715
109	05	35840
109	06	36614
109	07	38105
109	08	38856
109	09	37794
109	10	39066
109	11	36779
109	12	38873
110		20
110	01	8296
110	02	6619
110	03	7578
110	04	7851
110	05	8666
110	06	8486
110	07	9370
110	08	9712
110	09	9456
110	10	9268
110	11	8283
110	12	8456
111	01	777
111	02	670
111	03	693
111	04	781
111	05	790
111	06	732
111	07	838
111	08	863
111	09	852
111	10	812
111	11	698
111	12	607
112		22
112	01	5904
112	02	5087
112	03	5446
112	04	5016
112	05	4668
112	06	4378
112	07	4254
112	08	4311
112	09	4383
112	10	4475
112	11	4236
112	12	4588
113		3
113	01	4370
113	02	4261
113	03	4865
113	04	4417
113	05	4270
113	06	3865
113	07	3927
113	08	3949
113	09	3699
113	10	4226
113	11	3890
113	12	3562
114		3
114	01	1419
114	02	1155
114	03	1264
114	04	1097
114	05	1136
114	06	965
114	07	1089
114	08	1071
114	09	1148
114	10	1236
114	11	1213
114	12	1188
115	01	15
115	02	10
115	03	13
115	04	18
115	05	4
115	06	11
115	07	11
115	08	13
115	09	4
115	10	6
115	11	9
115	12	8
116		2
116	01	1344
116	02	740
116	03	804
116	04	800
116	05	868
116	06	1032
116	07	1068
116	08	967
116	09	948
116	10	776
116	11	747
116	12	759
117		1
117	01	5714
117	02	5553
117	03	5799
117	04	5395
117	05	5336
117	06	4808
117	07	4920
117	08	5291
117	09	5100
117	10	5637
117	11	4952
117	12	4177
118	01	4666
118	02	3845
118	03	4298
118	04	4270
118	05	4448
118	06	4116
118	07	4448
118	08	4575
118	09	4316
118	10	4362
118	11	3913
118	12	3306
119	01	3
119	02	7
119	03	3
119	04	7
119	05	8
119	06	6
119	07	2
119	08	2
119	09	3
119	11	7
120	01	22
120	02	26
120	03	30
120	04	33
120	05	30
120	06	55
120	07	41
120	08	31
120	09	33
120	10	30
120	11	27
120	12	31
121		8
121	01	5825
121	02	4931
121	03	5990
121	04	5996
121	05	6290
121	06	6284
121	07	6694
121	08	6557
121	09	6114
121	10	6292
121	11	5853
121	12	5587
122	01	7
122	02	14
122	03	13
122	04	12
122	05	12
122	06	8
122	07	5
122	08	9
122	09	12
122	10	8
122	11	14
122	12	8
123	01	1
123	02	1
123	08	1
123	09	1
124	01	185
124	02	170
124	03	191
124	04	208
124	05	209
124	06	211
124	07	218
124	08	237
124	09	166
124	10	204
124	11	145
124	12	161
125	01	349
125	02	340
125	03	365
125	04	332
125	05	331
125	06	306
125	07	288
125	08	321
125	09	297
125	10	306
125	11	283
125	12	238
126		9
126	01	8983
126	02	8043
126	03	9438
126	04	9535
126	05	9966
126	06	9809
126	07	10431
126	08	10013
126	09	9853
126	10	9543
126	11	8505
126	12	8138
230	01	25
230	02	22
230	03	25
230	04	20
230	05	34
230	06	31
230	07	24
230	08	17
230	09	31
230	10	34
230	11	22
230	12	15
231	01	187
231	02	167
231	03	198
231	04	187
231	05	192
231	06	206
231	07	224
231	08	249
231	09	240
231	10	236
231	11	220
231	12	171
232	01	1732
232	02	1511
232	03	1727
232	04	1723
232	05	1822
232	06	1777
232	07	1757
232	08	1753
232	09	1604
232	10	1695
232	11	1561
232	12	1715
233		9
233	01	3885
233	02	3109
233	03	3779
233	04	3482
233	05	3939
233	06	4024
233	07	4007
233	08	3838
233	09	3670
233	10	3827
233	11	3412
233	12	3149
234	01	11
234	02	6
234	03	10
234	04	12
234	05	10
234	06	8
234	07	13
234	08	9
234	09	10
234	10	9
234	11	7
234	12	6
235		2
235	01	24576
235	02	23378
235	03	25596
235	04	24928
235	05	25046
235	06	22991
235	07	23926
235	08	25811
235	09	24696
235	10	25205
235	11	21132
235	12	18514
236		3
236	01	6731
236	02	6110
236	03	6662
236	04	6345
236	05	6473
236	06	5951
236	07	6103
236	08	6262
236	09	6045
236	10	6550
236	11	5590
236	12	4855
237	01	6
237	02	12
237	03	10
237	04	19
237	05	10
237	06	20
237	07	12
237	08	24
237	09	16
237	10	16
237	11	17
237	12	6
238		1
238	01	230
238	02	196
238	03	250
238	04	214
238	05	201
238	06	180
238	07	223
238	08	230
238	09	226
238	10	233
238	11	238
238	12	223
340		7
340	01	3131
340	02	2684
340	03	3064
340	04	2781
340	05	2553
340	06	2641
340	07	2619
340	08	2620
340	09	2554
340	10	2661
340	11	2360
340	12	2382
341		116
